#three-headed cloud
42016	728	305	792	328	30
#Ending Area
42100	2480	47	2815	416	30
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== BIG MARIO =========#
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#walk right big
402	10001	100	10002	100	10003	100
#walk left big
403	10011	100	10012	100	10013	100
#brake left big
404	10014	100
#brake right big
405	10015	100
#jump right big
406	10016	100
#jump left big
407	10017	100
#dive right big
408	10018	100
#dive left big
409	10019	100
#Sprint right big
410	10001	50	10002	50	10003	50
#Sprint left big
411	10011	50	10012	50	10013	50
#die
599	10099	100
# ==== SMALL MARIO =========#
#idle small right
500	10121	100
#idle small left
501	10131	100
#walk right small
502	10121	100	10122	100	10123	100
#walk left small
503	10131	100	10132	100	10133	100
#break right small
504	10134	100
#break left small
505	10135	100
#jump right small 
506	10136	100
#jump left small 
507	10137	100
#Sprint right small
508	10121	50	10122	50	10123	50
#Sprint left small
509	10131	50	10132	50	10133	50
# ==== RACOON MARIO =========#
#idle RACOON right
450	10201	100
#idle RACOON left
451	10211	100
#walk right RACOON 
452	10201	100	10202	100	10203	100
#walk left RACOON 
453	10211	100	10212	100	10213	100
#brake left RACOON 
454	10214	100
#brake right RACOON 
455	10215	100
#jump right RACOON 
456	10216	100
#jump left RACOON 
457	10217	100
#dive right RACOON 
458	10218	100
#dive left RACOON 
459	10219	100
#Sprint right RACOON 
460	10201	50	10202	50	10203	50
#Sprint left RACOON 
461	10211	50	10212	50	10213	50
#===========MOB==========#
# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100
#======VenusFireTrap============#
#Deploying_Down_Right
703	30006	100	30010	100
#Deploying_Down_Left
704	30007	100	30011	100
#Deploying_Up_Right
705	30004	100	30008	100
#Deploying_Up_Left
706	30005	100	30009	100
#Fire_Down_Right
707	30006	100
#Fire_Down_Left
708	30007	100
#Fire_Up_Right
709	30004	100
#Fire_Up_Left
710	30005	100
#=====FireBall===#
711	30012	100	30013	100	30014	100	30015	100
#===========Turtle===========#
#====Green Turtle=====#
#winged_left
712	30016	100	30017	100	30018	100	30019	100
#winged_right
713	30020	100	30021	100	30022	100	30023	100
#Onfoot_left
714	30024	100	30025	100
#Onfoot_right
715	30026	100	30027	100
#Turtled
716	30028	100
#Flipped
717	30029	100
#Spinning Left
718	30032	100	30030	100	30031	100
#Spinning right
719	30031	100	30030	100	30032	100
#Spinning Flipped left
720	30031	100	30032	100	30033	100
#====Red Turtle=====#
#winged_left
721	30034	100	30035	100	30036	100	30037	100
#winged_right
722	30038	100	30039	100	30040	100	30041	100
#Onfoot_left
723	30042	100	30043	100
#Onfoot_right
724	30044	100	30045	100
#Turtled
725	30046	100
#Flipped
726	30047	100
#Spinning
727	30048	100	30049	100	30050	100
#Spinning Flipped
728	30031	100	30032	100	30033	100
# ====WOODEN SQUARE TILE=========
601	20001	100


# ==== QUESTION MARK BRICK =========
#Active
602	40001	100	40002	100	40003	100	40004	100
#Empty
603	40005	100


# ==================Collidable Objects=============================#
#=========Grounds Tiles=====================
1000	41001	100
1001	41002	100
1002	41003	100
1003	41004	100
1004	41005	100
1005	41006	100
#===========Tunnels===================
1100	41102	100
1101	41103	100
1102	41104	100
1103	41105	100
#=====Moutain Block Groups===============#
#first
1200	41203	100
1201	41204	100
#second
1202	41205	100
1203	41206	100
1204	41207	100
1205	41208	100
#third
1206	41209	100
1207	41210	100
1208	41211	100
#fourth
1209	41212	100
1210	41213	100
#sky block
1211	41214	100
#Breakable Brick
1301	41305	100	41304	100	41303	100	41302	100	41301	100
#Cloud Tile
1302	41306	100

#===============Power-Ups==============#
#Super_Mushroom
1400 	41400	100
#consumable coin
1401	41401	100
#Racoon_leaf
#flying left
1402	41402	100
#flying right
1403	41403	100
#===============Decorative Objects==============#
#===Bushes=====#
#First_Bush
2100	42001	100
#second_bush
2101	42002	100
#small bush
2102	42003	100
#high bush
2103	42004	100
#Rolling brick debris
2106	42006	100	42007	100	42008	100	42009	100
#Bonus_coin 
2107	42010	100	42011	100	42012	100
#Tiny_bush
2108	42013	100
#two-headed cloud
2109	42014	100
#one-headed cloud
2110	42015	100
#three-headed cloud
2111	42016	100
#Ending Area
2199	42100	100
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#[Object's index is counted starting from start to the end of the map]
# MARIO
1	400	401	402	403	404	405	406	407	408	409	410	411	450	451	452	453	454	455	456	457	458	459	460	461	500	501	502	503	504	505	506	507	508	509	599
# WOODEN SQUARE TILE 
2	601
# QUESTION MARK BRICK 
0	602	603
# GOOMBA
3	701	702
# First Ground Tile
4	1000
#first Tunnel
6	1100
#===First Moutain Block Group=====#
#First Block
7	1200
#second Block
8	1201
#===Second Moutain Block Group=====#
9	1202
10	1203
11	1204
12	1205
#second Ground Tile
13	1001
#third Ground Tile
14	1002
#===Third Moutain Block Group=====#
15	1206
16	1207
17	1208
#Fourth Ground Tile
18	1003
#fifth Ground Tile
19	1004
#Shorter Tunnel
20	1101
#Breakable Brick
21	1301
#===Fourth Moutain Block Group=====#
22	1209
23	1210
#Wooden Tile Headed Tunnel
24	1102
#Wooden Tile Bottom Tunnel
25	1103
#sixth Ground Tile
26	1005
#sky block
27	1211
#Cloud Tile
28	1302
#===Power-Ups=====#
#Super Mushroom
60	1400
#Consumable coins
61	1401
#Racoon_leaf
62	1402	1403
#========Decorative Animation=======#
#first Bush
101	2100
#Rolling brick debris
102	2106
#Bonus coin 
103	2107
#Venus Fire Trap
104	703	704	705	706	707	708	709	710
#FireBall
105	711
#Tiny_bush
106	2108
#Second bush
107	2101
#Small Bush
108	2102
#high bush
109	2103
#two-headed cloud
110	2109
#one-headed cloud
111	2110
#three-headed cloud
112	2111
#Turtle
113	712	713	714	715	716	717	718	719	720	721	722	723	724	725	726	727	728
#Ending Area
199	2199
[OBJECTS]

# type	x	y	ani_set_id	extra_settings per object type

# types: 0 = Mario; 1= Breakable Brick ; 2 = Goomba; 3 = Question Mark Brick; 4 = FireVenustrap; 5 = Turtle; 98 = Collidable Obstacle:[+ Height +Width]; 99 = Decorative Object;

#		[QUESTION MARK BRICK 5th variable, types: 0 = none; 1 = coin; 2= GrowMushroom;]

# Power-Up's types: 10 = Super-Mushroom; 11 = Bonus coin; 12= Racoon leaf;

#============WOODEN SQUARE TILE===============#
#=====Area 3=======#
98	1504.0	320.0	2	16	16	0
98	1520.0	320.0	2	16	16	0
#stairs
98	1568.0	384.0	2	16	16	0
98	1584.0	384.0	2	16	16	0
98	1600.0	384.0	2	16	16	0
98	1584.0	368.0	2	16	16	0
98	1600.0	368.0	2	16	16	0
98	1600.0	352.0	2	16	16	0
#=====Area 4=======#
#stairs
98	1664.0	384.0	2	16	16	0
98	1680.0	384.0	2	16	16	0
98	1694.0	384.0	2	16	16	0
98	1664.0	368.0	2	16	16	0
98	1680.0	368.0	2	16	16	0
98	1664.0	352.0	2	16	16	0
#============Breakable Bricks===================#
1	100.0	365.0	21	16	16	0
#=====Area 4=======#
1	1952.0	384.0	21	16	16	0
1	1968.0	384.0	21	16	16	0
1	1968.0	368.0	21	16	16	0
1	1984.0	384.0	21	16	16	0
1	1984.0	368.0	21	16	16	0
1	1984.0	352.0	21	16	16	0
1	2000.0	384.0	21	16	16	0
1	2000.0	368.0	21	16	16	0
1	2000.0	352.0	21	16	16	0
1	2016.0	384.0	21	16	16	0
1	2016.0	368.0	21	16	16	0
1	2016.0	352.0	21	16	16	0
1	2032.0	384.0	21	16	16	0
1	2032.0	368.0	21	16	16	0
1	2032.0	352.0	21	16	16	0
1	2048.0	384.0	21	16	16	0
1	2096.0	384.0	21	16	16	0
1	2096.0	368.0	21	16	16	0
1	2112.0	384.0	21	16	16	0
#================Grounds tiles=======================#
#first
98	0.0	400.0	4	16	624	0
#second
98	624.0	384.0	13	32	464	0
#third 
98	1152.0	400.0	14	16	352	0
#fourth
98	1536.0	400.0	18	16	80	0
#fifth
98	1664.0	400.0	19	16	576	0
#sixth
98	2256.0	400.0	26	16	559	0
#================Tunnels=======================#
#=====Area 1=======#
98	350.0	352.0	6	48	32	0
#=====Area 4=======#
98	1792.0	368.0	20	32	32	0
98	1856.0	352.0	6	48	32	0
#=====Area 5=======#
98	2256.0	352.0	24	48	32	0
98	2256.0	96.0	25	208	32	0
98	2320.0	368.0	20	32	32	0
#================Moutain Block Groups==========#
#=====Area 1=======#
#=first Group=
98	230.0	352.0	7	48	48	1
98	262.0	320.0	8	80	48	1
#=Second Group=
98	402.0	352.0	9	48	80	1
98	466.0	320.0	10	80	64	1
98	514.0	288.0	11	112	64	1
98	514.0	368.0	12	32	96	1
#=====Area 2=======#
#=third Group=
98	1264.0	368.0	15	32	112	1
98	1296.0	336.0	16	64	112	1
98	1328.0	304.0	17	96	112	1
#=====Area 4=======#
#fourth
98	2144.0	352.0	22	48	48	1
98	2176.0	256.0	23	144	48	1
#sky block 
98	1312.0	128.0	27	32	64	1
#========VenusFireTrap================#
#=====Area 1=======#
4	357.0	360.0	104
#================Cloud Tile====================#
98	1408	176.0	28	16	16	1
98	1424	176.0	28	16	16	1
98	1440	176.0	28	16	16	1
98	1456	176.0	28	16	16	1
98	1488	160.0	28	16	16	1
98	1504	160.0	28	16	16	1
98	1520	160.0	28	16	16	1
98	1536	160.0	28	16	16	1
98	1552	160.0	28	16	16	1
98	1568	160.0	28	16	16	1
98	1584	160.0	28	16	16	1
98	1600	160.0	28	16	16	1
98	1616	160.0	28	16	16	1
98	1632	160.0	28	16	16	1
98	1648	160.0	28	16	16	1
98	1664	160.0	28	16	16	1
98	1680	160.0	28	16	16	1
#================Mobs====================#
#==========GOOMBAS========================#
#=====Area 1=======#
#2	160.0	365.0	3
#==========Turtle========================#
#[Turtle +starting level(1 = On foot; 2 = winged), +color, +patrol(bool) +point A(x,y) (to patrol) +point B(x,y)]

5	575.0	342.0	113	1	0	1	513.0	342.0	606	342.0
5	1370.0	297.0	113	2	0	0
#====================================#
# MARIO
0	60.0	355.0	1
#============Power-Ups \\P-Ups should have the same location as their containers. 
#coins
11	160.0	330.0	103
11	176.0	330.0	103
11	210.0	282.0	103
11	416.0	304.0	62
#=====area 2=======#
11	704.0	336.0	103
#Super Mushroom
10	226.0	282.0	60
#Racoon leaf
12	656.0	368.0	62
12	1472.0	352.0	62
#============Question Mark Bricks===============#
#=====Area 1=======#
3	160.0	330.0	0	16	16	0
3	176.0	330.0	0	16	16	0
3	210.0	282.0	0	16	16	0
3	226.0	282.0	0	16	16	0
#=====area 2=======#
3	416.0	304.0	0	16	16	0
3	656.0	368.0	0	16	16	0
3	704.0	336.0	0	16	16	0
3	1472.0	352.0	0	16	16	0
#============Consumable coins===============#
#============Decorative Objects================#
#First_Bush
99	16	335.0	101
#============Tiny bush=============#
#=====Area 1=======#
99	160.0	384.0	106
99	176.0	384.0	106
99	192.0	384.0	106
#=====Area 2=======#
99	672.0	368.0	106
99	688.0	368.0	106
99	704.0	368.0	106
99	720.0	368.0	106
99	736.0	368.0	106
#Edge
99	1040.0	368.0	106
99	1056.0	368.0	106
#=====Area 3=======#
99	1184.0	384.0	106
99	1200.0	384.0	106
99	1216.0	384.0	106
#by_the_stair
99	1728.0	384.0	106
99	1744.0	384.0	106
99	1760.0	384.0	106
#Second_Bush
99	817.0	320.0	107
#=====small bush======#
99	944.0	336.0	108
#by_the_bricks
99	1889.0	352.0	108
#tall bush
99	2368.0	272.0	109
#======Clouds=======#
#two-headed cloud
99	120.0	257.0	110
#one-headed cloud
99	328.0	241.0	111
99	648.0	257.0	111
99	1176.0	257.0	111
99	2328.0	273.0	111
#three-headed cloud
99	728.0	289.0	112
99	1656.0	257.0	112
#Ending Area 
99	2480	31	199

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2

